Address,LAT,LON
"111 E Washington St, Orlando, FL, 32801",28.5437867,-81.3770177
"4701 Luminous Loop, Kissimmee, FL, 34746",28.3455779,-81.47050879999999
"304 Lake Ave, Maitland, FL, 32751",28.6182133,-81.36879230000001
"2700 SW Archer Rd, Gainesville, FL, 32608",29.6326232,-82.3624378
"8335 Freedom Crossing Trail, Jacksonville, FL, 32256",30.2135096,-81.5775082
"6301 S West Shore Blvd, Tampa, FL, 33616",27.8770112,-82.5266216
"22201 Fountain Lakes Blvd, Estero, FL, 33928",26.4105881,-81.81555350000001
"550 Comet St, Jacksonville, FL, 32205",30.31776499999999,-81.7221794
"1743 Semoran N Cir, Winter Park, FL, 32792",28.6232291,-81.3131864
"7110 Tudor Ln, Port Richey, FL, 34668",28.3126503,-82.6972255
"19680 E Country Club Dr, Aventura, FL, 33180",25.9566402,-80.1313437
"8339 Pembrook Villas Cir, Orlando, FL, 32810",28.6318057,-81.4123311
"3360 Delray Bay Dr, Delray Beach, FL, 33483",26.4232903,-80.074795
"4120 Union Square Blvd, Palm Beach Gardens, FL, 33410",26.8355941,-80.1023239
"4284 SE Cove Lake Cir, Stuart, FL, 34997",27.1536838,-80.23701080000001
"1201 SE Palm Beach Rd, Stuart, FL, 34994",27.1879361,-80.2361478
"11401 Dr M.L.K. Jr St N, St Petersburg, FL, 33716",27.8740631,-82.6457957
"50 Palma Vista Way, St Augustine, FL, 32092",29.9637631,-81.48500800000001
"479 NE 30th St, Miami, FL, 33137",25.8056648,-80.1872886
"650 NE 2nd Ave, Miami, FL, 33132",25.7805223,-80.19057959999999
"2902 Sycamore Ct, Tampa, FL, 33613",28.0733995,-82.4282152
"23126 Post Gardens Way, Boca Raton, FL, 33433",26.3344126,-80.1305762
"6100 Arlington Expy, Jacksonville, FL, 32211",30.3252358,-81.5954012
"11200 SW Village Ct, Port St. Lucie, FL, 34987",27.2609127,-80.43286479999999
"2221 Orange Ave, Tallahassee, FL, 32311",30.4099423,-84.2406853
"770 SW 12th Terrace, Delray Beach, FL, 33444",26.449543,-80.0863602
"6200 Barnes Rd S, Jacksonville, FL, 32216",30.2696709,-81.6001287
"101 W Beach Pl, Tampa, FL, 33606",27.9402547,-82.4605493
"2220 NW 55th Blvd, Gainesville, FL, 32653",29.7067111,-82.3550689
"12035 Pioneers Way, Orlando, FL, 32832",28.3918173,-81.2416765
"2505 Liberty Park Dr, Cape Coral, FL, 33909",26.6777848,-81.9228207
"3033 College Wood Dr, Melbourne, FL, 32934",28.1683493,-80.6740232
"301 Arrow Wood Trail, DeLand, FL, 32724",29.0531515,-81.29966560000001
"4768 W Atlantic Blvd, Coconut Creek, FL, 33063",26.2318637,-80.1883352
"15000 SW 104th St, Miami, FL, 33196",25.669494,-80.4398839
"13723 Atlantic Blvd, Jacksonville, FL, 32225",30.3236475,-81.44618129999999
"5400 NW 39th Ave, Gainesville, FL, 32606",29.6910177,-82.4023754
"3250 Bishop Park Dr, Winter Park, FL, 32792",28.6099846,-81.30658749999999
"4725 Via Bari, Lake Worth, FL, 33463",26.5708486,-80.11878060000001
"7511 Solstice Cir, Orlando, FL, 32821",28.391054,-81.485502
"8000 Essex Point Circle, Orlando, FL, 32819",28.4329737,-81.4685898
"2165 Van Buren St, Hollywood, FL, 33020",26.0099686,-80.1506435
"360 Wymore Rd, Altamonte Springs, FL, 32714",28.65740419999999,-81.3918346
"1005 Spring Garden Rd, Miami, FL, 33136",25.7857074,-80.2110944
"10700 SW City Center Blvd, Pembroke Pines, FL, 33025",26.0049741,-80.2889679
"2524 Alexander Pl, Clearwater, FL, 33763",28.0130484,-82.73956079999999
"8501 N 50th St, Tampa, FL, 33617",28.0281276,-82.4011578
"7025 Stirling Rd, Davie, FL, 33314",26.046793,-80.2415414
"965 Candlelight Blvd, Brooksville, FL, 34601",28.543881,-82.4053928
"4870 E Deer Lake Dr, Jacksonville, FL, 32246",30.2556085,-81.5503128
"4463 Greens Edge Blvd, Fort Myers, FL, 33916",26.6163431,-81.8239145
"13401 NW 5th ST, Pembroke Pines, FL, 33028",26.0099691,-80.3260136
"3110 Grand Pavilion Dr, Tampa, FL, 33613",28.0775508,-82.4239604
"85041 Christian Way, Yulee, FL, 32097",30.6273195,-81.5600547
"6600 NW 7th St, Miami, FL, 33126",25.7771517,-80.3046834
"482 NW 207th St, Miami Gardens, FL, 33169",25.9644518,-80.2110917
"11221 Everblades Parkway, Estero, FL, 33928",26.4423484,-81.7749425
"9905 S US Highway, Port St Lucie, FL, 34952",27.2932971,-80.2878794
"101 Mosswood Cir, Winter Springs, FL, 32708",28.692953,-81.3031482
"250 NW 130th Ave, Pembroke Pines, FL, 33028",26.0090963,-80.32235519999999
"2343 N Central Ave, Kissimmee, FL, 34741",28.315843,-81.407636
"711 Underwood Ave, Pensacola, FL, 32504",30.4841153,-87.2048034
"13125 Wilcox Rd, Largo, FL, 33774",27.8920801,-82.8213067
"326 Fern St, West Palm Beach, FL, 33401",26.7100984,-80.0530921
"11500 N Dale Mabry Hwy, Tampa, FL, 33618",28.0544978,-82.5054567
"2481 Oak Gardens Ln, Hollywood, FL, 33020",26.0339021,-80.1569878
"11701 Royal Palm Blvd, Coral Springs, FL, 33065",26.2602173,-80.28404789999999
"3913 Pisa Dr, Panama City, FL, 32405",30.2193719,-85.66824969999999
"7840 NW 3rd St, Pembroke Pines, FL, 33024",26.0118514,-80.2450123
"900 Woodside Cir, Kissimmee, FL, 34741",28.2997452,-81.434079
"13651 NW 4th St, Pembroke Pines, FL, 33028",26.0106888,-80.3304062
"2541 NW 84th Ave, Doral, FL, 33122",25.7983892,-80.3341921
"949 Cleveland St, Clearwater, FL, 33756",27.9653499,-82.7933348
"6970 SW 40th St, Miami, FL, 33155",25.7320222,-80.30701289999999
"2035 Kings Hwy, Clearwater, FL, 33755",27.9953373,-82.77903719999999
"16400 Nelson Park Dr, Clermont, FL, 34714",28.3746741,-81.6836276
"2707 SW 33rd Ave, Ocala, FL, 34474",29.1608286,-82.1770779
"510 N Rome Ave, Tampa, FL, 33606",27.9487819,-82.4769891
"4805 N 9th Ave, Pensacola, FL, 32503",30.46935229999999,-87.21563909999999
"5820 Nature View Dr, Windermere, FL, 34786",28.4780467,-81.5908295
"4100 Arrow Ridge Pl, Kissimmee, FL, 34741",28.3147684,-81.4481553
"4900 N MacDill Ave, Tampa, FL, 33614",27.9901078,-82.494175
"1902 SW 42nd Way, Gainesville, FL, 32607",29.6350579,-82.388745
"8800 SW 68th Ct, Miami, FL, 33156",25.6882872,-80.3059919
"7154 Conant Ave, Jacksonville, FL, 32210",30.2775408,-81.7662914
"8801 Pathstone Blvd, Pensacola, FL, 32526",30.53100229999999,-87.3410665
"200 College Rd, Palatka, FL, 32177",29.6466993,-81.6847612
"1 Curtiss Pkwy, Miami Springs, FL, 33166",25.8216767,-80.2808694
"188 E Crystal Lake Ave, Lake Mary, FL, 32746",28.7591972,-81.3191829
"1011 E Cumberland Ave, Tampa, FL, 33602",27.9444992,-82.44999639999999
"321 SE 3rd St, Gainesville, FL, 32601",29.6485655,-82.3219988
"14201 Cyber Pl, Tampa, FL, 33613",28.0765494,-82.4194089
"5959 Fort Caroline Rd, Jacksonville, FL, 32277",30.3664459,-81.59940250000001
"1 S Pine Island Rd, Plantation, FL, 33324",26.1200601,-80.26523619999999
"7844 Gregory Dr, Jacksonville, FL, 32210",30.26042559999999,-81.7799197
"8024 Southside Blvd, Jacksonville, FL, 32256",30.2237842,-81.5548846
"21630 SW 104th Ct, Miami, FL, 33190",25.5655041,-80.3612322
"14401 N 22nd St, Tampa, FL, 33613",28.0783928,-82.4334482
"2055 Thomasville Rd, Tallahassee, FL, 32308",30.470215,-84.2647934
"13418 Dottie Dr, Tampa, FL, 33617",28.067319,-82.39061149999999
"115 112th Ave NE, St Petersburg, FL, 33716",27.8742906,-82.6364849
"3737 St Johns Bluff Rd S, Jacksonville, FL, 32224",30.28080469999999,-81.523831
"1771 Mainsail Dr, Naples, FL, 34114",26.0015273,-81.6797076
"1850 N Williamson Blvd, Daytona Beach, FL, 32117",29.2363314,-81.10122009999999
"1090 Loring Dr, Merritt Island, FL, 32953",28.375807,-80.69880839999999
"2681 Roosevelt Blvd, Clearwater, FL, 33760",27.9138327,-82.7256014
"6170 Mahaffey Road, Fort Myers, FL, 33966",26.588713,-81.848523
"461 NW 87th Rd, Plantation, FL, 33324",26.1265508,-80.2661672
"6870 103rd St, Jacksonville, FL, 32210",30.2480611,-81.7576742
"2211 River Park Cir, Orlando, FL, 32817",28.5771188,-81.2401805
"2882 Tennis Club Dr, West Palm Beach, FL, 33417",26.7205964,-80.1153123
"220 SE 2nd St, Fort Lauderdale, FL, 33301",26.1207086,-80.1411719
"602 E Alexander St, Plant City, FL, 33563",27.9904217,-82.1176754
"11601 4th St N, St. Petersburg, FL, 33716",27.8773312,-82.6382871
"3480 NE 48th Terrace, Silver Springs, FL, 34488",29.2210187,-82.06867539999999
"3301 S Kirkman Rd, Orlando, FL, 32811",28.506614,-81.4573231
"19279 NW 27th Ave, Miami Gardens, FL, 33056",25.9498458,-80.24445999999999
"10901 NW 40th St, Sunrise, FL, 33351",26.1750815,-80.289621
"482 SW 9th St, Boca Raton, FL, 33432",26.3414495,-80.09553410000001
"505 Chatham Ave, Orlando, FL, 32801",28.5488068,-81.3860781
"1226 E Cumberland Ave, Tampa, FL, 33602",27.9465403,-82.4481098
"7610 W Waters Ave, Tampa, FL, 33615",28.0241674,-82.56558270000001
"11700 SW 26 St, Miramar, FL, 33025",25.9840714,-80.3016164
"3050 Station Sq, Kissimmee, FL, 34744",28.3389193,-81.3928244
"11020 Town Cir, Royal Palm Beach, FL, 33414",26.6779361,-80.21746089999999
"3760 Bird Rd, Miami, FL, 33146",25.7344615,-80.25556739999999
"1913 Art Museum Dr, Jacksonville, FL, 32207",30.3040336,-81.6156455
"5039 Chalet Ct, Tampa, FL, 33617",28.0337185,-82.3999084
"407 Alafaya Woods Blvd, Oviedo, FL, 32765",28.6512101,-81.2002399
"8881 SW 172nd Ave, Miami, FL, 33196",25.6848302,-80.4715269
"1290 Kendall Town Blvd, Jacksonville, FL, 32225",30.3420531,-81.54915079999999
"1550 Brickell Ave, Miami, FL, 33129",25.7571074,-80.19476399999999
"6100 Echelon Wy, Davenport, FL, 33896",28.2568098,-81.59121499999999
"2520 S Conway Rd, Orlando, FL, 32812",28.5146706,-81.3327217
"4502 W McCoy St, Tampa, FL, 33616",27.8695676,-82.5215314
"1635 Monterey Dr NE, Palm Bay, FL, 32905",28.0367287,-80.6185229
"1831 Renaissance Commons Blvd, Boynton Beach, FL, 33426",26.5447968,-80.08757729999999
"602 Anderson Cir, Deerfield Beach, FL, 33441",26.3080858,-80.1109058
"8204 SW 65th Ave, Miami, FL, 33143",25.6951092,-80.2992632
"1810 SE Pinewood Trail, Port St. Lucie, FL, 34952",27.3003782,-80.3007659
"6201 Gunn Hwy, Tampa, FL, 33625",28.0651498,-82.5532443
"601 N Federal Hwy, Pompano Beach, FL, 33062",26.2374266,-80.1031809
"3200 Hartley Rd, Jacksonville, FL, 32257",30.1819883,-81.6247861
"5145 S Dale Mabry Hwy, Tampa, FL, 33611",27.8901662,-82.5113535
"10200 Falcon Pine Blvd, Orlando, FL, 32829",28.5013264,-81.2377709
"1861 Stella Ln, Fort Walton Beach, FL, 32548",30.4280616,-86.6405814
"7635 Timberlin Park Blvd, Jacksonville, FL, 32256",30.1989993,-81.54683
"5100 Millenia Waters Dr, Orlando, FL, 32839",28.4771802,-81.4436923
"3815 Hideaway Bay Blvd, Kissimmee, FL, 34741",28.3104197,-81.4427697
"3606 Royalty Ct, Tampa, FL, 33614",28.0188253,-82.5020371
"207 SE 2nd Pl, Gainesville, FL, 32601",29.6495915,-82.322994
"275 Fontainebleau Blvd, Miami, FL, 33172",25.7723088,-80.3386957
"14555 Bruce B Downs Blvd, Tampa, FL, 33613",28.0781537,-82.4168122
"6401 31st St S, St Petersburg, FL, 33712",27.7115589,-82.6756419
"10555 Noah's Cir, Naples, FL, 34116",26.1668665,-81.691712
"3808 Hunt Rd, Tampa, FL, 33614",28.0317635,-82.5057929
"2145 NE 164th St, North Miami Beach, FL, 33162",25.9277813,-80.15724949999999
"10405 Addison Way, Seminole, FL, 33772",27.8346969,-82.7815643
"3500 Windmeadows Blvd, Gainesville, FL, 32608",29.6300661,-82.3743018
"5455 Pointe Vista Cir, Orlando, FL, 32839",28.4845924,-81.40626209999999
"110 Sagecrest Cir, West Melbourne, FL, 32904",28.0414992,-80.66536119999999
"2101 W. Highway 390, Lynn Haven, FL, 32444",30.2261185,-85.6599834
"5347 Columbus Way S, St Petersburg, FL, 33712",27.7199288,-82.66420939999999
"1250 NE Reserve Trl, Jensen Beach, FL, 34957",27.2544906,-80.22976969999999
"180 NE 29th St, Miami, FL, 33137",25.8038282,-80.19179930000001
"3250 Douglas Grand Dr, Kissimmee, FL, 34747",28.3451485,-81.649176
"6115 N Davis Hwy, Pensacola, FL, 32504",30.486544,-87.22507
"1485 Ash Cir, Casselberry, FL, 32707",28.6279241,-81.3155292
"4400 Portofino Way, West Palm Beach, FL, 33409",26.7432042,-80.1079768
"800 Grand Panama Blvd, Panama City Beach, FL, 32407",30.19073869999999,-85.8237863
"25350 US Hwy 19 N, Clearwater, FL, 33763",28.0050352,-82.7297071
"11571 Fountainhead Dr, Tampa, FL, 33626",28.0821224,-82.61491389999999
"7922 Dani Dr, Fort Myers, FL, 33966",26.6020296,-81.80898560000001
"10510 Parker's Landing Dr, Tampa, FL, 33615",28.0056449,-82.6019857
"6010 Sherwood Glen Way, West Palm Beach, FL, 33415",26.6469555,-80.13797360000001
"50 Olive Tree Cir, West Palm Beach, FL, 33413",26.6532578,-80.1518858
"2288 Erikson Park Cir, Auburndale, FL, 33823",28.1199384,-81.81452709999999
